Monster ID,Name-English,Main,Sub,"Lifespan
",Nature,Life Type (0-3),Life Type,Lif,Pow,Int,Ski,Spd,Def,Lif gain,Pow gain,Int gain,Ski gain,Spd gain,Def gain,Arena speed,Guts Rate,Battle Specials,Extra techs,Training bonus,No Offset
866,Blue Terror,Joker,Tiger,270,30,1,2,110,100,190,190,110,90,3,3,5,5,3,2,C,11,"Power, Anger, Hurry, Real",,,0
396,Axer,Kato,??? (Axer),430,25,0,1,82,92,189,159,162,102,2,2,5,4,4,2,D,15,"Power, Anger, Fight, Drunk",Hopping Claw,Meditate,1
397,Axer,Kato,??? (Axer),430,-60,1,2,78,89,153,134,198,140,2,2,4,3,5,3,D,15,"Power, Anger, Fight, Drunk",,Meditate,1
398,Axer,Kato,??? (Axer),390,65,0,1,88,103,186,125,154,97,2,2,5,3,4,2,D,17,"Power, Anger, Fight, Drunk",Drill Claw,Meditate,1
802,Axer,Kato,??? (Axer),430,25,0,1,82,92,189,159,162,102,2,2,5,4,4,2,D,15,"Power, Anger, Fight, Guard, Drunk",Hopping Claw,Meditate,1
1012,Axer,Kato,??? (Axer),430,-5,0,1,108,154,171,148,175,119,2,2,5,4,4,2,D,15,"Power, Anger, Fight, Drunk",Drill Claw,Meditate,1
979,Crescent,Kato,??? (Crescent),370,-50,2,3,172,77,309,231,297,142,3,2,5,3,5,2,C,14,"Power, Anger, Hurry, Drunk","Lick, Licking, Bolt","Domino, Papas",1
1207,Crescent,Kato,??? (Crescent),360,-50,2,3,190,234,164,217,302,121,3,4,3,3,4,3,C,14,"Power, Anger, Hurry, Drunk",Aerial Claw,"Domino, Papas",1
1232,Ninja Kato,Kato,??? (Ninja Kato),430,25,0,1,82,92,189,159,162,102,2,2,5,4,4,2,D,15,"Power, Anger, Fight, Drunk",Hopping Claw,Meditate,0
1233,Ninja Kato,Kato,??? (Ninja Kato),430,-60,1,2,78,89,153,134,198,140,2,2,4,3,5,3,D,15,"Power, Anger, Fight, Drunk",,Meditate,0
1234,Ninja Kato,Kato,??? (Ninja Kato),390,65,0,1,88,103,186,125,154,97,2,2,5,3,4,2,D,17,"Power, Anger, Fight, Drunk",Drill Claw,Meditate,0
194,Draco Kato,Kato,Dragon,370,-65,1,2,80,120,160,120,150,100,2,3,5,3,4,2,D,18,"Power, Anger, Drunk",,Meditate,0
795,Draco Kato,Kato,Dragon,370,-65,1,2,80,120,160,120,150,100,2,3,5,3,4,2,D,18,"Power, Anger, Fury, Drunk",,Meditate,0
196,Gordish,Kato,Gali,370,65,0,1,80,70,170,120,140,90,2,2,5,3,4,2,D,17,"Power, Anger, Drunk",,Meditate,0
797,Gordish,Kato,Gali,370,65,0,1,80,70,170,120,140,90,2,2,5,3,4,2,D,17,"Power, Anger, Fury, Drunk",,Meditate,0
1127,Gordish,Kato,Gali,410,80,2,3,123,123,123,123,123,123,2,2,5,3,4,2,D,17,"Power, Anger, Will, Drunk","Drill Claw, Twister Claw",Meditate,1
200,Tainted Cat,Kato,Joker,370,-80,3,4,80,70,140,110,170,100,2,2,5,4,4,2,D,15,"Power, Anger, Real, Drunk",,Meditate,0
801,Tainted Cat,Kato,Joker,370,-80,3,4,80,70,140,110,170,100,2,2,5,4,4,2,D,15,"Power, Anger, Will, Real, Drunk",,Meditate,0
197,Kato,Kato,Kato,450,-55,2,3,70,60,170,140,160,100,2,1,5,3,5,2,D,17,"Power, Anger, Drunk",,Meditate,0
526,Kato,Kato,Kato,470,-55,2,3,18,19,20,18,19,20,2,1,5,3,5,2,D,17,"Power, Anger, Drunk",Oil Drinking,Meditate,1
798,Kato,Kato,Kato,450,-55,2,3,70,60,170,140,160,100,2,1,5,3,5,2,D,17,"Power, Anger, Grit, Drunk",,Meditate,0
199,Pink Kato,Kato,Mocchi,410,25,0,1,70,80,170,140,150,90,2,2,4,3,5,3,D,15,"Power, Anger, Drunk",,Meditate,0
800,Pink Kato,Kato,Mocchi,410,25,0,1,70,80,170,140,150,90,2,2,4,3,5,3,D,15,"Power, Anger, Grit, Drunk",,Meditate,0
198,Citronie,Kato,Suezo,410,-60,1,2,70,80,140,120,170,130,2,2,5,3,5,2,D,15,"Power, Anger, Drunk",,Meditate,0
527,Citronie,Kato,Suezo,430,-60,1,2,88,86,154,134,197,140,2,2,5,3,5,2,D,15,"Power, Anger, Drunk",,Meditate,1
799,Citronie,Kato,Suezo,410,-60,1,2,70,80,140,120,170,130,2,2,5,3,5,2,D,15,"Power, Anger, Ease, Drunk",,Meditate,0
195,Blue Kato,Kato,Tiger,390,50,1,2,70,60,170,140,160,100,2,1,5,4,5,2,C,14,"Power, Anger, Drunk",,Meditate,0
796,Blue Kato,Kato,Tiger,390,50,1,2,70,60,170,140,160,100,2,1,5,4,5,2,C,14,"Power, Anger, Hurry, Drunk",,Meditate,0
418,Chinois,Metalner,??? (Chinois),350,-40,1,2,62,62,104,203,91,122,2,2,3,5,2,3,A,6,"Power, Anger, Hurry",,,1
419,Chinois,Metalner,??? (Chinois),370,-50,1,2,85,104,101,182,98,169,3,2,3,5,1,4,B,8,"Power, Anger, Hurry",Straight,,1
420,Chinois,Metalner,??? (Chinois),370,-25,0,1,51,39,18,189,43,184,3,2,1,5,1,5,A,6,"Power, Anger, Hurry",,,1
826,Chinois,Metalner,??? (Chinois),350,-40,1,2,62,62,104,203,91,122,2,2,3,5,2,3,A,6,"Power, Anger, Will, Hurry",,,1
1020,Chinois,Metalner,??? (Chinois),400,-10,1,2,81,97,146,190,139,157,2,2,3,5,2,3,A,6,"Power, Anger, Hurry",Straight,,1
215,Metalner,Metalner,Metalner,350,-25,0,1,50,20,10,160,30,170,3,2,1,5,1,5,A,6,"Power, Anger, Hurry",,,0
538,Metalner,Metalner,Metalner,370,-25,0,1,59,22,13,198,49,187,3,2,1,5,1,5,A,6,"Power, Anger, Hurry",,,1
824,Metalner,Metalner,Metalner,350,-25,0,1,50,20,10,160,30,170,3,2,1,5,1,5,A,6,"Power, Anger, Grit, Hurry",,,0
1197,Metalner,Metalner,Metalner,410,5,0,1,55,55,55,55,55,55,3,2,2,5,2,5,A,7,"Power, Anger, Fight, Hurry",DashStraight,,1
214,Love Seeker,Metalner,Pixie,360,-40,1,2,60,50,100,160,80,110,2,2,3,5,2,3,A,6,"Power, Anger, Hurry",,,0
537,Love Seeker,Metalner,Pixie,280,-40,1,2,76,54,125,167,90,128,2,2,3,5,2,3,A,6,"Power, Anger, Hurry",UFO Attack,Meditate,1
823,Love Seeker,Metalner,Pixie,360,-40,1,2,60,50,100,160,80,110,2,2,3,5,2,3,A,6,"Power, Anger, Ease, Hurry",,,0
216,Metazorl,Metalner,Suezo,350,-50,1,2,70,90,100,170,60,160,3,2,3,5,1,4,B,8,"Power, Anger, Hurry",,,0
825,Metazorl,Metalner,Suezo,350,-50,1,2,70,90,100,170,60,160,3,2,3,5,1,4,B,8,"Power, Anger, Ease, Hurry",,,0
409,Swimmer,Mew,??? (Swimmer),380,-10,0,1,146,90,105,143,129,126,3,2,3,4,3,3,D,15,"Power, Anger, Hurry",Miaow,"Swim, Torble sea",1
410,Swimmer,Mew,??? (Swimmer),380,-10,0,1,140,96,104,158,135,97,3,2,3,4,3,3,D,15,"Power, Anger, Hurry",Song Of Mew,"Torble sea, Papas",1
411,Swimmer,Mew,??? (Swimmer),380,-10,0,1,149,89,102,157,113,128,3,2,3,4,3,3,D,15,"Power, Anger, Hurry",,Swim,1
818,Swimmer,Mew,??? (Swimmer),380,-10,0,1,146,90,105,143,129,126,3,2,3,4,3,3,D,15,"Power, Anger, Fight, Hurry",Miaow,"Swim, Torble sea",1
1017,Swimmer,Mew,??? (Swimmer),420,15,0,1,162,99,141,174,148,114,3,2,3,4,3,3,D,15,"Power, Anger, Hurry",Song Of Mew,"Swim, Torble sea",1
1129,Swimmer,Mew,??? (Swimmer),400,25,0,1,50,50,100,100,200,400,3,2,3,4,3,3,D,15,"Power, Anger, Fury, Hurry",Miaow,"Swim, Torble sea",1
209,Eared Mew,Mew,Hare,360,40,0,1,130,100,80,140,150,90,4,3,2,4,4,2,D,15,"Power, Anger, Hurry",,,0
815,Eared Mew,Mew,Hare,360,40,0,1,130,100,80,140,150,90,4,3,2,4,4,2,D,15,"Power, Anger, Grit, Hurry",,,0
211,Aqua Mew,Mew,Jell,380,-10,0,1,130,80,100,140,110,90,4,2,3,4,3,3,D,15,"Power, Anger, Hurry",,Endure,0
817,Aqua Mew,Mew,Jell,380,-10,0,1,130,80,100,140,110,90,4,2,3,4,3,3,D,15,"Power, Anger, Will, Hurry",,Endure,0
210,Mew,Mew,Mew,400,-10,3,4,130,80,70,120,140,90,4,2,2,4,4,2,D,15,"Power, Anger, Hurry",,,0
534,Mew,Mew,Mew,420,-10,3,4,165,84,76,127,146,116,4,2,2,4,4,2,D,15,"Power, Anger, Hurry",,,1
816,Mew,Mew,Mew,400,-10,3,4,130,80,70,120,140,90,4,2,2,4,4,2,D,15,"Power, Anger, Grit, Hurry",,,0
1186,Mew,Mew,Mew,410,33,3,4,1,100,100,100,100,100,4,2,2,4,4,2,C,15,"Power, Anger, Grit, Hurry","Diving Press, Miaow",,1
207,Mum Mew,Mew,Pixie,360,-35,1,2,110,80,100,130,140,90,3,2,3,4,4,2,C,12,"Power, Anger, Hurry",,,0
533,Mum Mew,Mew,Pixie,380,-35,1,2,114,92,116,148,141,123,3,2,3,4,4,2,C,12,"Power, Anger, Hurry",Recital,,1
813,Mum Mew,Mew,Pixie,360,-35,1,2,110,80,100,130,140,90,3,2,3,4,4,2,C,12,"Power, Anger, Ease, Hurry",,,0
208,Bowwow,Mew,Tiger,360,70,1,2,100,80,120,130,140,90,3,2,3,4,4,2,C,13,"Power, Anger, Hurry",,,0
814,Bowwow,Mew,Tiger,360,70,1,2,100,80,120,130,140,90,3,2,3,4,4,2,C,13,"Power, Anger, Guard, Hurry",,,0
1185,Bowwow,Mew,Tiger,460,21,1,2,21,21,21,21,21,21,3,2,3,4,4,2,B,14,"Power, Anger, Hurry","HundredBlows, RushingPunch",Run,1
431,Caloriena,Mocchi,??? (Caloriena),330,-45,1,2,113,112,146,184,122,185,3,4,4,4,3,4,C,14,"Power, Anger, Grit",Press,,1
861,Caloriena,Mocchi,??? (Caloriena),330,-45,1,2,113,112,146,184,122,185,3,4,4,4,3,4,C,14,"Power, Anger, Grit, Hurry",Press,,1
1027,Caloriena,Mocchi,??? (Caloriena),420,-25,1,2,131,151,167,172,140,162,3,4,4,4,3,4,C,14,"Power, Anger, Grit",Press,,1
430,GentleMocchi,Mocchi,??? (GentleMocchi),370,50,0,1,115,107,158,158,153,139,3,3,3,4,4,4,C,11,"Power, Anger, Grit",,,1
860,GentleMocchi,Mocchi,??? (GentleMocchi),370,50,0,1,115,107,158,158,153,139,3,3,3,4,4,4,C,11,"Power, Anger, Grit, Ease",,,1
1026,GentleMocchi,Mocchi,??? (GentleMocchi),410,25,0,1,140,131,197,166,138,152,3,3,3,4,4,4,C,11,"Power, Anger, Grit",,,1
483,Mocchini,Mocchi,??? (Mocchini),370,50,0,1,127,113,146,156,155,137,3,3,3,4,4,4,C,11,"Power, Anger, Grit",Press,Run,1
862,Mocchini,Mocchi,??? (Mocchini),370,50,0,1,127,113,146,156,155,137,3,3,3,4,4,4,C,11,"Power, Anger, Grit, Fight",Press,Run,1
1028,Mocchini,Mocchi,??? (Mocchini),400,20,0,1,116,152,130,172,174,178,3,3,3,4,4,4,C,11,"Power, Anger, Grit",Press,Run,1
988,White Mocchi,Mocchi,??? (White Mocchi),340,99,2,3,210,226,234,255,274,301,3,3,3,4,4,4,B,8,"Grit, Will, Fury, No Anger",Flame,Pull,1
237,Draco Mocchi,Mocchi,Dragon,310,-45,1,2,100,110,140,150,120,160,3,4,4,4,3,4,C,14,"Power, Anger, Grit",,,0
853,Draco Mocchi,Mocchi,Dragon,310,-45,1,2,100,110,140,150,120,160,3,4,4,4,3,4,C,14,"Power, Anger, Grit, Fury",,,0
1132,Draco Mocchi,Mocchi,Dragon,1,-77,1,2,777,111,111,111,111,777,1,1,1,1,1,1,C,14,"Power, Anger, Grit",Roll Assault,,1
238,KnightMocchi,Mocchi,Durahan,370,-25,3,4,100,110,120,150,130,140,3,3,3,4,3,4,C,12,"Power, Anger, Grit",,Domino,0
854,KnightMocchi,Mocchi,Durahan,370,-25,3,4,100,110,120,150,130,140,3,3,3,4,3,4,C,12,"Power, Anger, Grit, Will",,Domino,0
243,Gelatine,Mocchi,Jell,350,20,0,1,110,100,130,140,120,150,3,3,3,4,3,4,C,12,"Power, Anger, Grit",,Endure,0
859,Gelatine,Mocchi,Jell,350,20,0,1,110,100,130,140,120,150,3,3,3,4,3,4,C,12,"Power, Anger, Grit, Will",,Endure,0
242,Hell Pierrot,Mocchi,Joker,310,-65,3,4,100,110,140,150,130,110,3,3,4,4,3,3,C,12,"Power, Anger, Grit, Real",,,0
858,Hell Pierrot,Mocchi,Joker,310,-65,3,4,100,110,140,150,130,110,3,3,4,4,3,3,C,12,"Power, Anger, Grit, Will, Real",,,0
240,Nyankoro,Mocchi,Kato,390,-30,2,3,100,80,150,140,130,120,3,2,4,4,4,3,C,13,"Power, Anger, Grit",,Meditate,0
543,Nyankoro,Mocchi,Kato,410,-30,2,3,110,90,158,155,134,161,3,2,4,4,4,3,C,13,"Power, Anger, Grit",,Meditate,1
856,Nyankoro,Mocchi,Kato,390,-30,2,3,100,80,150,140,130,120,3,2,4,4,4,3,C,13,"Power, Anger, Grit, Ease",,Meditate,0
1190,Nyankoro,Mocchi,Kato,456,7,2,3,7,7,7,7,7,7,3,2,4,4,4,3,C,13,"Power, Anger, Grit, Vigor",Licking,Meditate,1
1217,Nyankoro,Mocchi,Kato,420,-30,2,3,202,10,101,202,10,101,3,3,4,2,5,3,D,11,"Power, Anger, Grit",Giant Press,Meditate,1
241,Mocchi,Mocchi,Mocchi,350,50,0,1,110,100,120,140,150,130,3,3,3,4,4,4,C,11,"Power, Anger, Grit",,,0
544,Mocchi,Mocchi,Mocchi,370,50,0,1,123,113,139,147,168,144,3,3,3,4,4,4,C,11,"Power, Anger, Grit",Mocchi Ray,,1
545,Mocchi,Mocchi,Mocchi,370,50,0,1,129,103,164,146,160,133,3,3,3,4,4,4,C,11,"Power, Anger, Grit",Petal Swirl,,1
857,Mocchi,Mocchi,Mocchi,350,50,0,1,110,100,120,140,150,130,3,3,3,4,4,4,C,11,"Power, Anger, Grit, Guard",,,0
236,Manna,Mocchi,Pixie,330,-20,1,2,100,110,120,140,150,130,2,3,4,4,4,3,B,9,"Power, Anger, Grit",,,0
852,Manna,Mocchi,Pixie,330,-20,1,2,100,110,120,140,150,130,2,3,4,4,4,3,B,9,"Power, Anger, Grit, Ease",,,0
239,Fake Penguin,Mocchi,Tiger,330,65,1,2,110,100,120,140,150,130,3,3,3,4,4,3,C,10,"Power, Anger, Grit",,,0
855,Fake Penguin,Mocchi,Tiger,330,65,1,2,110,100,120,140,150,130,3,3,3,4,4,3,C,10,"Power, Anger, Grit, Hurry",,,0
454,Pole Mock,Mock,??? (Pole Mock),390,-65,3,4,209,93,184,148,100,68,2,2,5,3,2,2,D,12,"Power, Anger, Real",Energy Steal,Mandy,1
455,Pole Mock,Mock,??? (Pole Mock),470,-15,1,2,233,86,145,64,67,48,1,2,5,2,2,2,D,12,"Power, Anger",,Shoot,1
456,Pole Mock,Mock,??? (Pole Mock),390,-65,3,4,208,91,204,124,96,79,2,2,5,3,2,2,D,12,"Power, Anger, Real",Twig Gun,,1
905,Pole Mock,Mock,??? (Pole Mock),390,-65,3,4,209,93,184,148,100,68,2,2,5,3,2,2,D,12,"Power, Anger, Grit, Real",Energy Steal,Mandy,1
1037,Pole Mock,Mock,??? (Pole Mock),470,-40,3,4,184,81,224,172,146,96,3,2,5,3,3,2,D,12,"Power, Anger, Real",Energy Steal,Mandy,1
1136,Pole Mock,Mock,??? (Pole Mock),470,47,2,3,47,47,47,47,47,47,2,3,4,3,2,4,C,13,"Power, Anger, Fury, Real",Leaf Gatling,Mandy,1
451,White Birch,Mock,??? (White Birch),470,-15,1,2,225,81,142,68,73,58,1,2,5,2,2,2,D,12,"Power, Anger",,,1
452,White Birch,Mock,??? (White Birch),470,-15,1,2,214,80,159,51,65,71,1,2,5,2,2,2,D,12,"Power, Anger, Guard",Twister,,1
904,White Birch,Mock,??? (White Birch),470,-15,1,2,223,74,187,82,100,134,1,2,5,2,2,2,D,12,"Power, Anger, Vigor",,,1
1036,White Birch,Mock,??? (White Birch),470,10,0,1,194,90,201,116,87,152,2,2,5,3,2,3,D,12,"Power, Anger",Twister,,1
1078,White Birch,Mock,??? (White Birch),470,-15,1,2,223,74,187,82,100,134,1,2,5,2,2,2,E,11,"Power, Anger, Vigor",,,1
276,Ebony,Mock,Joker,370,-65,3,4,200,80,170,120,90,60,2,2,5,3,2,2,D,12,"Power, Anger, Real",,,0
902,Ebony,Mock,Joker,370,-65,3,4,200,80,170,120,90,60,2,2,5,3,2,2,D,12,"Power, Anger, Grit, Real",,,0
277,Mock,Mock,Mock,450,-15,1,2,200,70,140,50,60,40,1,2,5,2,2,2,D,12,"Power, Anger",,,0
559,Mock,Mock,Mock,470,-15,1,2,220,114,146,58,62,41,1,2,5,2,2,2,D,12,"Power, Anger",,,1
560,Mock,Mock,Mock,470,-15,1,2,207,73,200,59,65,43,1,2,5,2,2,2,D,12,"Power, Anger",,,1
903,Mock,Mock,Mock,450,-15,1,2,210,70,160,130,90,130,1,2,5,2,2,2,D,12,"Power, Anger, Guard",,,0
1077,Mock,Mock,Mock,450,-15,1,2,210,70,160,130,90,130,1,2,5,2,2,2,E,11,"Power, Anger, Guard",,,0
984,Burning Wall,Monol,??? (Burning Wall),380,-50,2,3,160,210,240,210,100,320,3,3,4,3,2,5,D,15,"Power, Anger, Will, Guard",Triple Beams,"Dodge, Mandy",1
1212,Burning Wall,Monol,??? (Burning Wall),380,-50,2,3,170,250,180,190,150,300,3,4,3,3,2,5,D,15,"Power, Anger, Will, Guard",Three Knocks,"Dodge, Mandy",1
470,Dominos,Monol,??? (Dominos),270,-35,0,1,114,169,154,117,14,224,2,3,3,2,1,5,E,18,"Power, Anger, Guard",Flattening-L,,1
471,Dominos,Monol,??? (Dominos),270,75,0,1,128,118,138,109,41,157,2,3,4,2,1,4,D,18,"Power, Anger, Guard",,,1
472,Dominos,Monol,??? (Dominos),290,-15,0,1,92,111,151,117,49,236,2,3,3,3,1,5,D,16,"Power, Anger, Guard",,Endure,1
937,Dominos,Monol,??? (Dominos),270,-35,0,1,114,169,154,117,14,224,2,3,3,2,1,5,E,18,"Power, Anger, Will, Guard",Flattening-L,,1
1042,Dominos,Monol,??? (Dominos),430,-5,0,1,122,156,184,142,96,192,2,3,4,2,2,5,E,18,"Power, Anger, Guard",Flattening-L,,1
467,Galaxy,Monol,??? (Galaxy),310,-55,1,2,116,114,168,145,67,150,2,3,4,3,1,4,E,16,"Power, Anger, Guard, Ease",,,1
468,Galaxy,Monol,??? (Galaxy),350,45,1,2,119,102,147,93,78,139,3,2,3,2,1,3,E,14,"Power, Anger, Guard",Tentacles,,1
469,Galaxy,Monol,??? (Galaxy),270,-35,0,1,144,132,150,136,11,221,2,3,3,2,1,5,E,18,"Power, Anger, Guard",,,1
936,Galaxy,Monol,??? (Galaxy),310,-55,1,2,116,114,168,145,67,150,2,3,4,3,1,4,E,16,"Power, Anger, Grit, Guard, Ease",,,1
1041,Galaxy,Monol,??? (Galaxy),430,15,2,3,136,128,196,164,87,180,2,3,4,3,2,4,E,16,"Power, Anger, Guard, Ease",Tentacles,,1
1166,Galaxy,Monol,??? (Galaxy),450,-15,1,2,15,15,15,15,15,15,2,3,4,3,2,4,C,15,"Power, Anger, Guard, Ease",Screech,Meditate,1
938,Scribble,Monol,??? (Scribble),270,-35,0,1,118,171,150,104,20,235,2,3,3,2,1,5,E,18,"Power, Anger, Fury, Guard",,,1
1043,Scribble,Monol,??? (Scribble),440,-10,0,1,140,194,174,158,20,214,2,4,3,2,2,5,E,18,"Power, Anger, Guard",,,1
298,Ivory Wall,Monol,Gali,250,75,0,1,90,110,130,100,30,150,2,3,4,2,1,4,D,18,"Power, Anger, Guard",,,0
569,Ivory Wall,Monol,Gali,200,-90,0,1,92,125,147,119,45,164,2,3,4,2,1,4,D,18,"Power, Anger, Fury, Hurry","Spike Stabs, Screech",,1
929,Ivory Wall,Monol,Gali,250,75,0,1,90,110,130,100,30,150,2,3,4,2,1,4,D,18,"Power, Anger, Fury, Guard",,,0
1161,Ivory Wall,Monol,Gali,360,25,0,1,116,146,75,177,148,137,3,3,4,2,2,4,C,13,"Fury, Guard, No Anger","Flattening-X, Triple Beams",,1
294,Obelisk,Monol,Golem,290,20,2,3,90,130,120,100,10,200,2,4,3,2,1,5,E,18,"Power, Anger, Guard",,,0
925,Obelisk,Monol,Golem,290,20,2,3,90,130,120,100,10,200,2,4,3,2,1,5,E,18,"Power, Anger, Grit, Guard",,,0
297,Furred Wall,Monol,Hare,270,30,0,1,80,140,100,90,110,120,2,4,2,2,3,3,D,17,"Power, Anger, Guard",,,0
928,Furred Wall,Monol,Hare,270,30,0,1,80,140,100,90,110,120,2,4,2,2,3,3,D,17,"Power, Anger, Grit, Guard",,,0
300,Ice Candy,Monol,Jell,290,-15,0,1,80,110,120,100,40,220,2,3,3,3,1,5,D,16,"Power, Anger, Guard",,Endure,0
931,Ice Candy,Monol,Jell,290,-15,0,1,80,110,120,100,40,220,2,3,3,3,1,5,D,16,"Power, Anger, Guard, Vigor",,Endure,0
302,Monol,Monol,Monol,250,-35,0,1,110,130,140,100,10,220,2,3,3,2,1,5,E,18,"Power, Anger, Guard",,,0
570,Monol,Monol,Monol,270,-35,0,1,121,139,165,115,15,235,2,3,3,2,1,5,E,18,"Power, Anger, Guard",,,1
933,Monol,Monol,Monol,250,-35,0,1,110,130,140,100,10,220,2,3,3,2,1,5,E,18,"Power, Anger, Fury, Guard",,,0
1177,Monol,Monol,Monol,400,-50,0,1,80,100,61,155,59,145,3,3,3,2,2,5,C,13,"Grit, Will, Guard, No Anger","Ray, Flattening-L",,1
1194,Monol,Monol,Monol,420,0,2,3,149,149,149,149,149,149,3,3,3,2,2,5,E,18,"Power, Anger, Guard",,,1
304,Asphaltum,Monol,Naga,250,-65,1,2,90,120,100,130,60,160,2,3,2,3,1,4,D,15,"Power, Anger, Guard",,,0
935,Asphaltum,Monol,Naga,250,-65,1,2,90,120,100,130,60,160,2,3,2,3,1,4,D,15,"Power, Anger, Will, Guard",,,0
